2025-12-01 15:38:31,003 - Unhandled exception in listener callback
Traceback (most recent call last):
  File "/home/Hai/Documents/LIA/venv/lib/python3.11/site-packages/pynput/_util/__init__.py", line 230, in inner
    return f(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/Hai/Documents/LIA/venv/lib/python3.11/site-packages/pynput/_util/xorg.py", line 472, in _handler
    self._handle_message(self._display_stop, event, injected)
  File "/home/Hai/Documents/LIA/venv/lib/python3.11/site-packages/pynput/keyboard/_xorg.py", line 578, in _handle_message
    self.on_press(key, injected)
  File "/home/Hai/Documents/LIA/venv/lib/python3.11/site-packages/pynput/_util/__init__.py", line 146, in inner
    if f(*args) is False:
       ^^^^^^^^
  File "/home/Hai/Documents/LIA/venv/lib/python3.11/site-packages/pynput/_util/__init__.py", line 291, in <lambda>
    return lambda *a: f(*a[:actual])
                      ^^^^^^^^^^^^^^
  File "/home/Hai/Documents/LIA/controller.py", line 227, in on_press
    client.publish("robot/manual movement", "stop")
    ^^^^^^
NameError: name 'client' is not defined
2025-12-01 17:38:46,826 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,827 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,828 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,830 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,832 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,833 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,834 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,835 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,836 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,836 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,837 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,837 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,838 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,839 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,839 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,840 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,841 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,842 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,842 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,843 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,844 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,845 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,845 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,846 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,847 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,848 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,848 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,849 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,850 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,850 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,851 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,852 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,852 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,854 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,855 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,856 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,857 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,860 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,862 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,863 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,865 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,866 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,866 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,867 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,868 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,868 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,869 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,870 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,871 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,872 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,873 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,874 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,874 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,875 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,876 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,877 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,878 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,878 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,879 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,880 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,881 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,882 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,884 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,885 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,886 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,886 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,887 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,888 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,890 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,890 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,893 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,894 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,895 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,895 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,896 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,897 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,897 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,898 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,899 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,901 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,902 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,903 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,904 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,904 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,905 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,906 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,907 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,908 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,910 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,910 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,911 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,911 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,912 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,913 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,914 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,915 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,916 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,918 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,919 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,920 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,921 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,923 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,924 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,925 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,926 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,927 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,927 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,928 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,929 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,930 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,930 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,931 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,932 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,934 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,935 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,936 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,937 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,938 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,938 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,939 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,940 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,941 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,942 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,942 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,943 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,943 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,944 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,945 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,946 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,947 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,947 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,948 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,949 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,951 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,953 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,955 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,956 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,958 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,959 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,959 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,960 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,961 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,962 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,963 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,963 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,964 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,965 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,967 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,968 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,969 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,970 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,971 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,972 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,973 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,973 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,974 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,974 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,975 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,976 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,977 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,978 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,978 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,979 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,980 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,981 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,982 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,983 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,984 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,986 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,987 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,989 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,990 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,991 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,992 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,994 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,994 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,995 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,996 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,996 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,997 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,998 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:46,999 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,002 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,003 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,004 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,006 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,007 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,008 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,009 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,009 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,010 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,011 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,011 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,012 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,013 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,014 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,015 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,017 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,019 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,020 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,022 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,023 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,024 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,025 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,025 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,026 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,027 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,028 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,029 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,029 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,030 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,031 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,031 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,032 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,033 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,034 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,034 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,035 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,036 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,038 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,040 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,043 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,044 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,045 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,046 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,048 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,049 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,051 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,053 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,054 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,054 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,055 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,056 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,057 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,057 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,058 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,059 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,059 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,060 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,061 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,062 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,063 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,063 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,064 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,065 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,066 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,067 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,069 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,070 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,071 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,072 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,073 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,074 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,075 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,076 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,077 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,079 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,080 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,080 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,081 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,082 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,083 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,086 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,087 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,088 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,088 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,090 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,091 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,091 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,092 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,093 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,094 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,094 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,095 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,095 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,096 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,097 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,098 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,099 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,101 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,103 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,105 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,106 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,107 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,108 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,109 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,110 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,111 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,112 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,114 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,115 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,116 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,119 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,120 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,120 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,121 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,122 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,123 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,123 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,124 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,126 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,127 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,127 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,128 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,128 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,130 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,131 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,131 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,132 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,133 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,134 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,135 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,136 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,138 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,140 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,142 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,143 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,144 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,145 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,145 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,146 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,147 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,148 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,149 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,150 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,150 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,151 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,152 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,153 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,153 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,154 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,155 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,155 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,156 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,157 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,157 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,158 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,158 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,159 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,160 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,161 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,162 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,162 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,163 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,164 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,164 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,165 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,166 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,167 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,168 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,169 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,172 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,174 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,175 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,176 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,177 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,178 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,179 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,179 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,180 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,181 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,182 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,183 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,183 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,184 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,186 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,187 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,188 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,189 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,190 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,191 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,191 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,192 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,192 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,193 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,194 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,194 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,195 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,196 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,198 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,199 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,200 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,201 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,203 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,205 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,206 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,207 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,207 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,208 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,208 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,209 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,210 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,211 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,212 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,214 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,215 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,215 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,216 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,217 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,218 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,218 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,219 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,220 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,221 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,222 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,223 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,224 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:47,226 - Received: robot/behaviour/drive = forward
